partner id,customerID,asset id,device id,device type,platform,content type,premium content
90-1314503,0988-AADSA,19-4345640,12.77.181.80/25,tv,sony liv,(no genres listed),NO
77-5452045,8270-RKSAP,59-9032276,243.32.221.195/21,tv,sony liv,Comedy|Horror|Sci-Fi,NO
60-5379998,5954-BDFSG,22-9436935,65.148.182.56/9,tv,sony liv,Action|Drama,NO
21-0348843,5792-JALQC,99-1808091,212.94.220.224/8,tab,hotstar,Fantasy|Sci-Fi,YES
22-8972164,2202-OUTMO,51-4158201,85.127.169.62/11,tab,hotstar,Comedy|Musical|Romance,YES
57-2335265,9028-LIHRP,14-5503146,196.208.144.151/13,tv,hotstar,Drama,YES
12-7345674,9150-KPBJQ,05-0130212,47.22.1.172/16,mobile,hotstar,Drama,YES
15-3159818,4003-OCTMP,43-2895605,251.26.20.210/5,mobile,hotstar,Drama|Musical|Romance,YES
87-9669533,8775-LHDJH,74-9807117,189.67.9.150/14,tv,sony liv,Comedy,NO
36-2109596,6770-UAYGJ,20-1211751,35.251.236.44/5,mobile,sony liv,Drama,NO
25-3306561,7596-IIWYC,12-4652295,193.39.144.38/19,laptop,hotstar,Comedy|Horror|Sci-Fi,YES
71-1061791,0887-WBJVH,72-2424343,153.127.60.7/7,mobile,hotstar,Documentary|Drama,YES
04-5575024,8840-DQLGN,43-3920295,68.213.73.29/18,mobile,hotstar,Drama|Western,YES
65-4786322,8413-VONUO,45-4194069,252.127.240.51/19,tv,sony liv,Drama|Romance,NO
75-4355381,9281-PKKZE,50-9114065,145.240.153.92/10,tv,hotstar,Comedy,YES
63-9020694,5186-PEIZU,26-2803734,147.102.100.111/3,tv,sony liv,Comedy|Drama,NO
76-9693111,6339-YPSAH,58-8954919,55.24.230.223/25,tv,sony liv,Comedy|Sci-Fi|Thriller,NO
81-1932783,2324-EFHVG,31-7788426,60.65.7.105/1,tv,sony liv,Documentary|Musical,NO
30-7659685,1918-ZBFQJ,91-4039571,110.157.138.243/31,tab,sony liv,Drama,NO
23-6566717,6968-GMKPR,26-1315844,111.14.199.45/4,mobile,hotstar,Documentary|Drama,YES
30-9529232,3062-ICYZQ,20-6855087,158.141.63.180/19,tv,hotstar,Crime|Drama|Thriller,YES
07-6075232,2233-FAGXV,10-2230888,243.155.229.34/10,tv,hotstar,Documentary|War,YES
06-1090915,6017-PPLPX,26-4353308,232.38.56.238/4,laptop,hotstar,Drama|Horror|Musical,YES
43-3046673,1982-FEBTD,16-1862723,131.234.60.11/1,tv,hotstar,Drama|Thriller,YES
83-2807272,9705-IOVQQ,75-7987787,210.28.230.174/28,tv,hotstar,Drama|War,YES
64-9542283,6288-CHQJB,14-8311373,229.168.254.63/25,tv,hotstar,Action|Adventure|Children|Comedy,YES
05-1466682,3315-TOTBP,86-8010269,94.225.91.82/22,mobile,sony liv,Drama,NO
72-0739502,6096-EGVTU,22-1028156,9.207.98.147/12,mobile,sony liv,Action|Adventure,NO
10-4571533,2937-FTHUR,88-7226311,115.67.217.132/30,tab,hotstar,Comedy,YES
12-1050274,4062-HBMOS,92-5798016,157.54.61.250/2,mobile,sony liv,Drama,NO
79-9889161,2387-KDZQY,06-5797603,94.246.128.134/30,tv,sony liv,Action|Adventure|Comedy|Crime|Romance|Thriller,NO
43-3126703,4609-KNNWG,19-4712559,243.111.232.105/20,mobile,hotstar,Sci-Fi|Thriller,YES
86-9466094,0409-WTMPL,42-4067932,144.185.92.46/14,tab,hotstar,Drama|Romance,YES
38-9194438,3766-EJLFL,88-2243051,205.155.149.238/17,tv,sony liv,Fantasy|Horror,NO
46-4498675,4232-JGKIY,83-7042830,129.103.91.199/25,tv,sony liv,Comedy|Drama|Musical,NO
67-3676170,0334-ZFJSR,39-5588492,89.145.173.115/8,tab,sony liv,Action|Horror|Thriller,NO
87-9512088,6582-OIVSP,66-2249845,115.129.63.63/14,tv,hotstar,Sci-Fi,YES
75-8717249,8661-BOYNW,94-2864206,124.21.62.7/13,tab,sony liv,Comedy|Horror,NO
67-9729261,4257-GAESD,81-7347018,68.203.251.11/26,tv,sony liv,Horror|Sci-Fi|Thriller,NO
67-8096128,8785-CJSHH,85-7147367,35.132.210.244/3,mobile,hotstar,Crime|Drama,YES
48-3621775,5469-CTCWN,96-0190625,9.45.99.29/1,tv,hotstar,Crime|Horror|Mystery|Thriller,YES
68-0109056,2839-RFSQE,84-9071855,29.114.41.103/12,laptop,hotstar,Documentary,YES
66-7191104,4890-VMUAV,93-6296188,137.167.137.235/26,mobile,sony liv,Crime|Thriller,NO
60-2261910,3365-SAIGS,31-6782987,135.226.173.227/25,tab,hotstar,Drama,YES
13-3813035,0946-CLJTI,79-2950541,192.149.158.164/25,mobile,sony liv,Comedy|Musical,NO
45-1196672,3920-HIHMQ,77-0981954,135.26.70.17/25,mobile,hotstar,Comedy,YES
52-4324351,5307-UVGNB,58-0381558,187.222.185.83/23,tv,hotstar,Comedy|Drama|Romance,YES
61-5200539,8780-RSYYU,92-4210923,29.66.83.229/8,tv,hotstar,Drama|Fantasy|Romance,YES
90-5807108,0742-NXBGR,53-6063320,237.224.148.252/11,tv,sony liv,Drama|War,NO
09-5415792,8067-NIOYM,54-4155339,200.5.4.229/29,tv,hotstar,Drama,YES
23-4025324,5916-QEWPT,67-7130314,5.125.50.165/19,mobile,sony liv,Drama|Sci-Fi|Thriller,NO
00-0782927,1029-QFBEN,81-0684490,244.225.121.227/9,mobile,sony liv,Drama,NO
05-9696555,9251-WNSOD,52-7023822,156.219.20.131/3,tv,sony liv,Action|Crime|Thriller,NO
91-4901840,6576-FBXOJ,42-8690886,119.11.170.241/14,mobile,hotstar,Adventure|Drama,YES
75-2478622,2501-XWWTZ,44-9621654,116.200.222.159/24,tv,sony liv,Drama,NO
57-5407679,6080-LNESI,63-4853646,28.249.81.34/12,mobile,sony liv,Crime|Drama|Thriller,NO
52-0198787,7245-NIIWQ,65-1896410,198.158.100.85/9,tv,sony liv,Comedy|Drama|Romance,NO
52-7994412,6567-HOOPW,67-7240471,107.71.35.200/7,tv,hotstar,Comedy|War,YES
39-2918773,4550-EVXNY,62-9557473,132.7.35.128/6,mobile,hotstar,Action|Fantasy|Horror,YES
57-8336006,6437-UDQJM,47-0412411,57.158.75.40/23,tv,hotstar,Drama|Romance,YES
53-4174755,0297-RBCSG,49-1838431,133.194.82.145/18,tv,hotstar,Comedy|War,YES
47-9974504,2097-YVPKN,30-4356985,144.246.42.196/14,tv,hotstar,Comedy|Romance,YES
02-9443711,0853-NWIFK,62-8686332,176.238.33.207/11,laptop,sony liv,Comedy,NO
24-6437245,4853-OITSN,66-4021162,231.87.162.81/6,tv,hotstar,Drama,YES
63-6544186,6128-DAFVY,99-9257750,237.136.150.94/30,tv,sony liv,Action|Crime|Drama,NO
61-1958767,1197-BVMVG,92-6583014,128.205.107.86/31,tv,sony liv,Horror,NO
80-9737316,7508-DQAKK,89-6883437,99.22.167.241/25,tv,hotstar,Children|Comedy|Crime|Drama,YES
34-2457803,9938-PRCVK,77-8725920,83.12.100.223/20,tv,sony liv,Romance|Thriller,NO
12-7449114,0289-IVARM,32-1829438,52.10.221.222/2,mobile,sony liv,Horror,NO
55-3909576,8260-NGFNY,44-3120530,110.213.166.24/31,mobile,hotstar,Action|Comedy|Crime|Drama,YES
96-1926166,7074-IEVOJ,21-7537150,237.120.67.145/5,tab,sony liv,Adventure|Drama|Fantasy|Horror|Sci-Fi,NO
16-3129968,6614-YWYSC,52-4118656,59.74.5.122/15,tab,hotstar,Action|Comedy|Thriller,YES
75-5516811,8473-VUVJN,38-8965603,121.120.239.59/3,tv,hotstar,Documentary,YES
40-5853203,6693-DJWTY,57-7191853,30.76.196.211/8,tv,hotstar,Horror,YES
09-0572266,3655-SNQYZ,46-5877797,146.173.67.106/9,mobile,hotstar,Comedy,YES
53-0076136,2845-KDHVX,80-3026974,196.64.184.103/16,tv,sony liv,Animation|Horror,NO
45-9331876,5027-YOCXN,97-3049173,181.209.250.17/22,mobile,sony liv,Drama|Romance,NO
30-7275816,8884-MRNSU,92-2340367,35.216.254.130/3,tab,hotstar,Comedy|Romance,YES
05-9698867,0567-XRHCU,79-4168141,188.206.217.85/30,tv,hotstar,Comedy|Drama,YES
55-5086772,5868-CZJDR,26-6206849,156.196.124.216/11,tv,sony liv,Comedy|Romance,NO
32-9816110,4223-BKEOR,99-7716667,240.107.94.190/19,tv,sony liv,Action|Romance,NO
66-4754503,6035-RIIOM,69-2163365,169.12.235.191/11,mobile,sony liv,Drama,NO
15-5307087,3797-VTIDR,66-3122480,238.106.99.198/16,mobile,hotstar,Action|Adventure|Comedy|Crime|Thriller,YES
92-5732962,2568-BRGYX,19-5239188,62.190.106.86/21,mobile,sony liv,Drama|Romance,NO
06-1660742,2775-SEFEE,55-4348297,181.0.130.180/24,tab,sony liv,Drama|Romance,NO
76-6912495,4291-SHSBH,39-5795432,254.191.164.207/2,tab,hotstar,Horror|Romance|Thriller,YES
16-4812001,4635-EJYPD,91-1288246,171.129.250.195/16,tv,sony liv,Comedy|Drama|Musical,NO
09-2838397,2607-DHDAK,54-0116105,137.38.54.50/7,tv,hotstar,Drama,YES
34-7923535,5204-QZXPU,74-3615152,67.248.0.125/8,tv,sony liv,War,NO
07-2302812,0221-NAUXK,37-1771423,182.17.31.195/4,mobile,sony liv,Action|Drama|Horror,NO
36-0282127,3398-ZOUAA,85-8678033,51.150.99.245/3,tv,hotstar,Comedy|Crime|Drama,YES
31-8218398,1768-HNVGJ,58-5504022,144.117.78.197/15,tv,hotstar,Documentary,YES
27-8763900,5917-RYRMG,38-4582799,43.222.192.220/6,tv,hotstar,Children|Mystery|Sci-Fi,YES
36-1382061,3858-XHYJO,08-8583012,141.123.244.192/14,tab,sony liv,Action|Comedy,NO
47-3235848,4837-PZTIC,20-5815348,124.95.147.49/8,tab,hotstar,Documentary,YES
45-9584026,2773-MADBQ,29-9194748,158.108.13.145/3,tv,hotstar,Drama|Romance,YES
19-1927295,1090-PYKCI,39-2396067,165.205.174.133/20,tv,hotstar,Action|Horror|Sci-Fi,YES
97-1341609,9479-HYNYL,69-7603524,195.138.111.56/6,tv,hotstar,Drama|Film-Noir|Horror|Mystery,YES
73-9569977,4565-NLZBV,77-0944685,102.49.212.100/29,tab,sony liv,Comedy,NO
92-9372682,8318-LCNBW,15-7136816,195.25.15.65/11,tv,sony liv,Action|Adventure|Fantasy,NO
93-1460215,9261-WDCAF,28-3022848,106.199.13.142/15,tab,sony liv,Drama,NO
87-3395865,4909-JOUPP,10-8027689,33.15.123.127/18,tv,hotstar,Drama,YES
87-5932167,1951-IEYXM,19-6564333,115.65.252.155/21,tv,sony liv,Documentary,NO
22-8853933,4227-OJHAL,88-9655179,29.232.158.225/27,mobile,hotstar,Animation|Children|Fantasy|Musical|Romance|IMAX,YES
54-1470998,1708-PBBOA,21-3328465,131.210.239.6/4,tv,sony liv,Documentary,NO
30-1687227,8746-BFOAJ,64-9304605,120.119.167.29/6,tv,hotstar,Drama|Romance,YES
38-1837693,4145-UQXUQ,68-6120483,156.208.214.170/12,tab,sony liv,Action|Adventure|Sci-Fi|Thriller|War,NO
25-4664578,9518-XXBXE,24-4030394,156.4.220.227/29,tv,sony liv,Crime|Drama,NO
06-5108006,9558-IHEZX,19-5983700,55.107.127.99/8,mobile,hotstar,Action|Sci-Fi,YES
23-3380550,1707-HABPF,84-6361311,112.129.205.110/17,mobile,hotstar,Comedy,YES
56-6029842,9643-AVVWI,74-3393832,20.170.98.120/27,tv,sony liv,Action,NO
25-3629814,3398-FSHON,41-2785411,229.135.249.153/2,tv,hotstar,Drama,YES
85-9925197,9139-TWBAS,04-8370195,182.106.72.29/10,tv,sony liv,Drama,NO
02-7869533,0929-HYQEW,94-8760109,84.204.23.67/13,tv,sony liv,Drama|Romance,NO
93-7313185,0487-CRLZF,09-2591760,212.3.67.3/27,mobile,hotstar,Thriller,YES
60-1328559,0454-OKRCT,96-0682919,191.70.110.56/7,tv,hotstar,Comedy,YES
97-2334122,2347-WKKAE,78-6717726,96.139.237.224/13,mobile,sony liv,Drama,NO
74-6363815,6663-JOCQO,98-9612808,230.222.241.213/4,tv,hotstar,Drama|Romance,YES
83-3812672,1297-VQDRP,14-0120014,174.150.6.157/29,tv,hotstar,Drama|Romance,YES
60-2456905,4868-AADLV,89-1310776,158.144.64.202/21,tv,sony liv,Action|Drama,NO
92-1742090,0788-DXBFY,61-0021233,91.34.190.250/16,laptop,hotstar,Comedy|Drama|Romance,YES
63-4477122,5845-BZZIB,94-1496116,82.40.182.13/8,tv,hotstar,Drama,YES
80-9265836,7310-EGVHZ,92-4552736,46.249.70.95/22,tv,hotstar,Drama,YES
86-5057244,4826-TZEVA,67-3291294,89.239.59.245/19,tab,hotstar,Drama|Horror|Thriller,YES
97-1992869,4080-IIARD,33-1510140,167.183.228.36/14,tab,hotstar,Crime|Drama,YES
86-5441568,7672-VFMXZ,73-7509358,236.51.136.182/30,mobile,hotstar,Drama|Thriller,YES
92-0385109,9940-RHLFB,23-6871414,98.223.185.173/6,tv,hotstar,Comedy|Fantasy,YES
20-6835668,9117-SHLZX,25-3864392,86.91.63.224/29,mobile,hotstar,Action|Comedy|Crime|Drama|Musical|Romance,YES
73-6628162,7253-UVNDW,60-8075525,106.60.199.36/16,tv,sony liv,Drama,NO
84-3405340,9898-KZQDZ,36-0268983,73.118.32.86/19,tv,hotstar,Comedy|Romance,YES
60-5226132,8559-CIZFV,27-1031369,190.59.52.23/13,laptop,sony liv,Comedy|Crime,NO
29-8003072,2506-CLAKW,34-3266203,104.65.27.255/21,tv,sony liv,Drama,NO
38-4053228,8591-TKMZH,61-6315287,45.158.223.135/13,tv,hotstar,Drama,YES
84-2868487,4925-LMHOK,38-4319175,97.76.98.133/17,tv,hotstar,Comedy|Drama,YES
59-4787773,4971-PUYQO,69-4965808,58.43.146.58/5,tv,sony liv,Drama,NO
56-7907327,0186-CAERR,78-3798237,201.132.194.155/25,tv,hotstar,Drama,YES
90-8475695,6233-HXJMX,50-4644630,174.110.76.154/31,tv,hotstar,Comedy,YES
33-5936273,9367-OIUXP,09-2607867,163.44.145.19/2,mobile,sony liv,Crime|Thriller,NO
15-5298035,4588-YBNIB,31-7296064,67.130.89.180/23,tv,sony liv,(no genres listed),NO
94-7828165,6467-CHFZW,54-3550261,9.24.57.242/12,tab,hotstar,Comedy|Drama|Romance,YES
65-5040235,8148-BPLZQ,17-2206525,252.20.171.246/26,mobile,sony liv,Fantasy|Horror|Thriller,NO
60-4520518,0557-ASKVU,17-5187896,178.137.129.216/9,mobile,hotstar,Action|Comedy|Documentary,YES
06-8528869,3354-OADJP,07-3521057,159.188.176.10/2,tab,sony liv,Drama,NO
97-6891446,2259-OUUSZ,77-1775837,66.157.24.220/19,tv,sony liv,Crime|Drama|Thriller,NO
37-1814922,4919-IKATY,83-4085166,201.142.52.73/19,mobile,hotstar,Drama|Romance,YES
83-7708892,4328-VUFWD,96-8885360,249.74.131.108/21,tv,hotstar,Drama,YES
68-4562853,8681-ICONS,92-6760347,86.183.159.84/25,mobile,hotstar,Comedy,YES
85-8967241,2232-DMLXU,28-8722747,104.51.136.9/25,tab,hotstar,Drama,YES
00-6090489,6447-GORXK,59-4204836,118.219.55.80/31,tab,sony liv,Comedy|Romance,NO
89-5419702,1777-JYQPJ,28-4897569,230.214.62.255/27,tab,hotstar,Adventure|Drama|Romance,YES
74-6947349,6685-GBWJZ,81-7955248,216.83.11.1/31,tv,hotstar,Comedy|Drama|Romance,YES
94-7303384,3955-JBZZM,09-2125986,91.209.27.122/10,tab,sony liv,Comedy|Drama|Romance,NO
40-9315253,5197-LQXXH,43-9190130,201.209.16.154/29,mobile,hotstar,Drama,YES
05-0076534,5993-JSUWV,26-9744164,16.114.210.58/24,mobile,hotstar,Documentary,YES
94-7212195,2219-MVUSO,71-2352495,141.82.139.150/19,mobile,hotstar,Documentary,YES
31-8080981,3158-MOERK,77-3381113,179.5.7.157/12,tv,hotstar,Drama,YES
16-6191759,3594-KADLU,88-4750496,125.218.3.119/28,mobile,hotstar,Adventure|Horror|Sci-Fi,YES
92-0223900,0932-YIXYU,66-6357323,211.51.215.136/5,mobile,sony liv,Comedy|Romance,NO
98-7415424,8348-HFYIV,53-8319943,117.133.42.136/13,tab,hotstar,(no genres listed),YES
38-2213101,8687-BAFGU,56-2165948,227.72.170.90/5,tv,hotstar,Comedy|Horror|Thriller,YES
36-8802750,7353-YOWFP,64-6119848,88.169.99.15/1,tv,sony liv,Action|Drama|Thriller,NO
00-3469978,6837-HAEVO,40-4092712,198.196.118.254/10,tv,sony liv,Adventure|Animation|Children|Comedy,NO
23-6323029,6734-GMPVK,90-2795017,102.233.20.140/8,tv,hotstar,Drama,YES
23-0580308,7602-DBTOU,10-8003150,181.97.74.169/15,mobile,sony liv,Comedy,NO
60-9241049,9894-EZEWG,80-2502761,221.101.0.202/20,tab,hotstar,Romance|Thriller,YES
59-4918607,1670-SVOWZ,83-2265976,202.3.140.190/15,tv,hotstar,Horror|Thriller,YES
86-4423118,9142-XMYJH,04-2144765,235.220.220.225/26,tv,sony liv,Comedy|Drama|Romance,NO
23-2143895,5893-PYOLZ,20-3586540,148.34.105.219/23,tv,sony liv,Drama,NO
59-5987560,3319-DWOEP,90-5322039,140.25.190.75/1,mobile,hotstar,Comedy,YES
94-8493177,9514-JDSKI,78-8715062,56.123.86.142/22,tv,sony liv,Sci-Fi,NO
12-7656688,7432-FFVAR,31-3775113,215.178.214.51/5,tv,sony liv,Comedy|Drama,NO
59-8160774,4329-YPDDQ,01-6085737,121.158.8.126/17,tv,hotstar,Documentary,YES
73-7476711,2860-RANUS,67-0264691,70.80.237.105/4,mobile,hotstar,Thriller,YES
97-1088992,8696-JKZNU,19-9945440,88.208.66.238/30,tv,hotstar,Animation|Sci-Fi,YES
56-7568260,1089-XZWHH,71-6772690,111.203.226.233/8,tv,sony liv,Comedy|Romance,NO
70-9933708,4831-EOBFE,52-9788115,30.61.61.192/13,mobile,hotstar,Comedy|Sci-Fi,YES
86-3876118,4423-YLHDV,86-8473757,205.32.130.145/4,tv,hotstar,Documentary,YES
03-5402670,5449-FIBXJ,98-5788863,35.107.214.34/15,tv,hotstar,Adventure|Fantasy,YES
48-3940793,8144-DGHXP,65-8342938,252.136.14.178/15,mobile,sony liv,Comedy,NO
09-2115383,6598-RFFVI,91-7440518,2.249.143.143/31,tv,sony liv,Sci-Fi|Thriller,NO
33-4299086,3096-JRDSO,45-5824998,51.134.248.104/4,tab,sony liv,Drama|Thriller,NO
96-3089042,5862-BRIXZ,41-3015438,48.91.97.71/21,tab,hotstar,Drama,YES
84-7688300,1057-FOGLZ,96-9490532,22.88.212.98/4,tab,sony liv,Documentary,NO
09-8419825,9371-BITHB,10-3066130,17.101.228.80/8,tab,sony liv,Drama,NO
57-3502568,4580-TMHJU,47-3053501,199.43.120.128/4,mobile,hotstar,Drama,YES
49-5031629,0178-CIIKR,04-7685797,115.60.40.49/27,tv,hotstar,Action|Comedy,YES
79-9332606,9348-YVOMK,60-6455812,3.152.203.206/6,tv,hotstar,Drama,YES
48-0166371,8417-FMLZI,86-8372585,143.102.155.68/11,mobile,hotstar,Comedy|Drama,YES
60-1439197,6851-WEFYX,36-0641081,184.174.215.183/27,tab,hotstar,Crime|Drama|Mystery,YES
91-3499016,8181-YHCMF,46-2755086,96.34.81.23/12,tv,hotstar,Drama|War,YES
58-7380407,7548-SEPYI,30-3060319,238.37.28.200/18,mobile,hotstar,Comedy,YES
13-1734370,0374-IOEGQ,30-8164566,129.155.87.82/16,laptop,hotstar,Documentary,YES
80-7511431,0581-BXBUB,71-1983907,225.104.76.58/16,tv,hotstar,Thriller,YES
98-4748787,9350-ZXYJC,39-4162900,177.208.54.5/2,tv,sony liv,Action|Drama,NO
87-2119816,8642-GVWRF,82-9650726,11.103.119.109/30,laptop,sony liv,Adventure|Romance,NO
26-2013870,2931-SVLTV,14-0963274,158.131.64.210/14,tv,sony liv,Action|Adventure|Comedy,NO
46-3772686,5183-SNMJQ,33-6428721,57.172.227.51/24,mobile,hotstar,Action|Adventure,YES
12-5341139,7278-CKDNC,41-1231665,114.216.34.97/11,mobile,sony liv,Comedy|Romance,NO
58-0759469,8024-XNAFQ,30-7262097,62.129.54.69/8,mobile,hotstar,Drama|War,YES
14-8334119,5480-TBGPH,84-2825187,12.86.13.65/16,mobile,hotstar,Action|Adventure|Crime|Sci-Fi|Thriller,YES
22-5687697,7301-ABVAD,89-4813568,217.36.245.158/11,tv,hotstar,Documentary|Musical,YES
30-8568351,4678-DVQEO,16-1281036,150.91.218.129/7,tv,hotstar,(no genres listed),YES
04-8044871,9415-DPEWS,86-3750823,150.72.56.37/4,tv,sony liv,Comedy|Drama,NO
31-0218925,3748-FVMZZ,27-2865990,115.157.237.2/9,tv,sony liv,Drama,NO
95-0314441,5281-BUZGT,75-9783683,91.90.59.99/20,tv,hotstar,Drama,YES
13-2580706,5879-SESNB,22-5113238,193.249.21.175/4,tab,sony liv,Comedy,NO
98-3726322,1820-TQVEV,42-2202890,150.245.18.8/27,tab,sony liv,Drama,NO
10-4302122,9003-CPATH,19-9094343,133.9.178.166/11,tab,sony liv,Drama,NO
91-5727073,1268-ASBGA,33-3534589,196.215.132.255/13,laptop,hotstar,Adventure|Drama|Western,YES
55-9433395,6655-LHBYW,90-3679897,87.100.234.217/24,mobile,sony liv,Comedy|Crime|Drama|Western,NO
64-0262001,9227-LUNBG,06-8043134,194.158.123.238/20,tv,hotstar,Documentary,YES
92-1809298,9418-RUKPH,42-6167230,106.158.3.26/30,tv,hotstar,Action|Drama,YES
36-1412497,0537-QYZZN,60-2541826,164.77.56.156/20,tv,sony liv,Documentary,NO
44-6948469,8734-FNWVH,82-5946593,205.70.25.35/31,tv,sony liv,Children|Fantasy|Sci-Fi,NO
83-1386178,4801-KFYKL,18-2716870,198.226.249.151/22,mobile,hotstar,Comedy|Drama|Fantasy|Mystery,YES
94-1479262,8327-LZKAS,91-8960766,198.215.158.90/19,tv,hotstar,Drama,YES
56-0443339,4188-PCPIG,52-6957373,205.211.143.179/28,laptop,sony liv,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX,NO
56-7351158,1843-TLSGD,59-8467217,13.151.42.112/31,tv,sony liv,Comedy,NO
82-6768202,6906-MPARY,92-8658226,100.204.61.203/10,tv,hotstar,Drama,YES
51-4673231,6082-OQFBA,46-7887754,174.223.108.42/14,tab,sony liv,Drama,NO
16-3251579,3544-FBCAS,65-8239448,230.239.141.203/10,tv,sony liv,Horror,NO
24-0561122,8034-RYTVV,45-2718030,153.20.84.167/12,mobile,sony liv,Drama|Romance,NO
23-4801949,7130-YXBRO,73-7352875,134.25.62.145/18,mobile,hotstar,Adventure|Animation|Children,YES
98-7231645,1157-BQCUW,18-7931028,101.15.164.125/31,tab,sony liv,Documentary,NO
76-5152251,9445-SZLCH,70-4863975,156.83.26.9/12,tv,hotstar,Action|Crime|Drama,YES
75-8084316,1399-UBQIU,17-6582708,177.186.106.218/9,mobile,sony liv,Action|Crime,NO
19-5169153,4912-PIGUY,19-4315379,11.52.34.65/31,tv,hotstar,Documentary,YES
95-0888707,1323-OOEPC,11-2253003,244.250.142.226/9,tab,sony liv,Horror,NO
89-0772163,3181-VTHOE,13-4093406,135.234.47.206/27,tv,hotstar,Drama,YES
37-6525893,8272-ONJLV,60-7244350,200.129.46.109/4,tab,sony liv,Comedy,NO
44-0745668,3647-GMGDH,03-8230309,130.69.12.187/11,tv,hotstar,Adventure|Fantasy|Sci-Fi,YES
34-5566907,1303-SRDOK,37-6827982,28.173.253.41/8,tv,sony liv,Mystery|Thriller,NO
40-5869432,7361-YPXFS,54-6591553,203.227.177.150/29,mobile,sony liv,Drama,NO
33-4357531,3359-DSRKA,10-6952480,196.255.56.173/17,tv,hotstar,Western,YES
13-9621181,6746-WAUWT,98-2157930,129.154.1.216/27,mobile,sony liv,Action|Adventure|Comedy,NO
06-5693309,4659-NZRUF,56-9157975,139.32.98.51/17,tab,sony liv,Action|Adventure|Sci-Fi|Thriller|IMAX,NO
29-3905966,9518-IMLHK,26-4157227,123.208.250.249/3,tv,sony liv,Drama,NO
01-8470313,3374-LXDEV,50-3667145,135.128.230.245/8,tv,sony liv,Action|Sci-Fi,NO
05-8793333,5356-RHIPP,75-4657581,184.115.178.51/15,tab,sony liv,Horror|Thriller,NO
59-8616939,1122-JWTJW,20-7304021,162.144.108.154/2,tv,hotstar,Horror,YES
69-1139056,0650-BWOZN,38-9756152,247.227.64.188/19,tv,sony liv,Comedy,NO
49-1418551,5546-QUERU,56-5769456,146.8.106.46/22,tv,sony liv,Action|Crime|Drama|Thriller,NO
20-5251897,8610-ZIKJJ,87-5458068,53.195.125.138/31,mobile,hotstar,Drama,YES
98-7420282,8590-YFFQO,17-4204271,225.196.227.134/5,tab,hotstar,Drama|Romance,YES
32-2586613,2428-HYUNX,11-8247386,133.97.8.143/3,tv,sony liv,Romance,NO
03-0850300,7219-TLZHO,29-2483166,255.159.139.50/17,tv,hotstar,Drama,YES
19-1963040,2649-HWLYB,18-2766181,33.198.225.244/4,mobile,hotstar,Comedy|Drama,YES
86-6297868,8065-QBYTO,95-5763973,27.171.30.40/31,mobile,hotstar,Comedy,YES
62-6738659,8259-DZLIZ,67-1978598,119.244.57.237/24,tab,sony liv,Documentary,NO
49-1790375,3348-CFRNX,61-8396607,192.204.62.104/1,tab,hotstar,Comedy|Drama,YES
46-1633058,8245-UMPYT,67-8919576,123.120.42.175/30,mobile,sony liv,Documentary,NO
35-1026078,1555-DJEQW,98-9211171,91.8.44.52/14,tab,sony liv,Comedy|Crime|Drama,NO
98-2748343,7776-QGYJC,11-3685520,89.108.200.167/22,mobile,hotstar,Drama|Romance|War,YES
68-3225576,2828-SLQPF,99-7443494,183.83.113.222/24,tv,hotstar,Drama|Romance,YES
76-3748301,3170-GWYKC,15-6198676,121.153.91.125/22,tv,hotstar,Documentary,YES
16-2211764,1710-RCXUS,11-5530776,137.168.65.76/30,mobile,hotstar,Comedy|Drama,YES
82-7228477,2673-CXQEU,11-3302869,242.111.59.79/4,mobile,sony liv,Documentary,NO
05-9091496,3838-OZURD,48-8136217,192.237.171.190/19,tab,sony liv,Comedy|Drama,NO
21-7157247,4859-ZSRDZ,93-3700207,142.39.29.80/11,laptop,sony liv,Drama,NO
93-1144867,5795-BKOYE,87-6033543,196.23.111.190/21,mobile,sony liv,Comedy|Horror|Romance,NO
97-5467840,2851-MMUTZ,79-0520420,110.114.60.89/19,tv,sony liv,Drama|War,NO
28-3140558,9752-ZNQUT,79-4300907,188.113.60.101/26,tv,hotstar,Adventure|Drama,YES
40-1344313,6972-SNKKW,59-4742912,173.162.67.49/22,tv,hotstar,Drama,YES
39-2387910,1329-VHWNP,81-7732751,77.169.90.141/9,mobile,sony liv,Drama,NO
79-7111953,3999-QGRJH,62-3847353,80.160.159.75/27,mobile,sony liv,Crime|Drama|Romance,NO
61-7544810,3466-BYAVD,40-2505210,149.128.128.154/15,mobile,hotstar,Animation|Drama|Sci-Fi|IMAX,YES
24-2057176,4568-TTZRT,83-9851822,56.110.47.254/29,tv,sony liv,Drama,NO
61-6398197,4672-FOTSD,58-9467908,146.7.12.206/12,tab,hotstar,Horror|Sci-Fi,YES
75-6449287,8851-RAGOV,97-7165042,37.3.195.154/2,tv,hotstar,Sci-Fi,YES
21-0036310,0256-LTHVJ,57-4296207,140.246.79.136/21,tab,sony liv,Action|Comedy|Crime,NO
14-4882102,5278-PNYOX,95-9895170,71.30.250.202/29,tv,sony liv,Drama|Romance,NO
36-4362359,3132-TVFDZ,38-9972993,82.190.207.126/11,tv,hotstar,Drama,YES
