,customerID,platform,content type,premium content,Customer Longevity,Subscription Type ,Contract Amount,Contract Term,IssueType,platform,appVersion,Upgradable,Status,profile ID,Subscribed,Video resolution,ApplicationVersion,PremiumContentType,VideoType,DRM,CDN,Platform
4637,,,,,,,,,,,,,,,True,720p,5.400000000000004,No,Documentary,PlayReady,Cloudfront,Android
4638,,,,,,,,,,,,,,,False,720p,1.9000000000000008,Yes,Series,Widevine,Cloudfront,Browser
4639,,,,,,,,,,,,,,,True,480p,3.4000000000000017,Yes,Series,Widevine,Cloudfront,Android
4640,,,,,,,,,,,,,,,False,1080p,3.200000000000002,Yes,Series,PlayReady,Cloudfront,iOS
4641,,,,,,,,,,,,,,,True,1080p,3.3000000000000016,Yes,Series,Widevine,Cloudfront,iOS
4642,,,,,,,,,,,,,,,True,480p,1.8000000000000007,No,Documentary,PlayReady,Cloudfront,FireTV
4643,,,,,,,,,,,,,,,True,2K,1.4000000000000004,Yes,Series,Widevine,Akamai,iOS
4644,,,,,,,,,,,,,,,False,480p,4.900000000000004,No,Movie,PlayReady,Akamai,FireTV
4645,,,,,,,,,,,,,,,False,720p,2.200000000000001,No,Documentary,Widevine,Cloudfront,FireTV
4646,,,,,,,,,,,,,,,True,2K,3.200000000000002,No,Series,Widevine,Cloudfront,Android
4647,,,,,,,,,,,,,,,True,480p,1.2000000000000002,No,Series,Widevine,Akamai,Browser
4648,,,,,,,,,,,,,,,False,1080p,3.200000000000002,No,Movie,PlayReady,Cloudfront,Android
4649,,,,,,,,,,,,,,,False,720p,3.200000000000002,Yes,Series,PlayReady,Cloudfront,FireTV
4650,,,,,,,,,,,,,,,True,2K,2.3000000000000007,No,Documentary,Widevine,Cloudfront,Android
4651,,,,,,,,,,,,,,,True,720p,1.0,No,Movie,PlayReady,Akamai,FireTV
4652,,,,,,,,,,,,,,,True,480p,5.300000000000004,Yes,Documentary,PlayReady,Cloudfront,Browser
4653,,,,,,,,,,,,,,,False,480p,3.4000000000000017,No,Series,PlayReady,Akamai,Android
4654,,,,,,,,,,,,,,,True,2K,3.0000000000000018,Yes,Series,PlayReady,Cloudfront,FireTV
4655,,,,,,,,,,,,,,,True,480p,4.700000000000003,No,Series,PlayReady,Akamai,Browser
4656,,,,,,,,,,,,,,,False,480p,1.6000000000000003,No,Documentary,PlayReady,Cloudfront,Browser
4657,,,,,,,,,,,,,,,True,720p,2.400000000000001,No,Movie,PlayReady,Akamai,iOS
4658,,,,,,,,,,,,,,,False,480p,1.6000000000000003,Yes,Documentary,PlayReady,Akamai,iOS
4659,,,,,,,,,,,,,,,True,480p,4.700000000000003,No,Movie,PlayReady,Akamai,Browser
4660,,,,,,,,,,,,,,,False,480p,1.6000000000000003,Yes,Documentary,PlayReady,Cloudfront,Android
4661,,,,,,,,,,,,,,,False,1080p,6.700000000000005,No,Series,Widevine,Cloudfront,iOS
4662,,,,,,,,,,,,,,,False,480p,6.100000000000005,Yes,Series,Widevine,Cloudfront,Android
4663,,,,,,,,,,,,,,,True,4K,2.200000000000001,Yes,Documentary,Widevine,Cloudfront,Android
4664,,,,,,,,,,,,,,,False,720p,2.400000000000001,No,Series,Widevine,Akamai,Android
4665,,,,,,,,,,,,,,,True,480p,2.400000000000001,No,Movie,PlayReady,Cloudfront,Android
4666,,,,,,,,,,,,,,,False,720p,6.800000000000005,No,Series,Widevine,Akamai,FireTV
4667,,,,,,,,,,,,,,,False,480p,6.400000000000005,Yes,Series,PlayReady,Akamai,Browser
4668,,,,,,,,,,,,,,,True,480p,5.100000000000003,No,Movie,PlayReady,Akamai,FireTV
4669,,,,,,,,,,,,,,,False,480p,3.5000000000000018,Yes,Series,PlayReady,Cloudfront,Browser
4670,,,,,,,,,,,,,,,True,1080p,5.900000000000004,No,Documentary,PlayReady,Akamai,iOS
4671,,,,,,,,,,,,,,,True,1080p,2.100000000000001,Yes,Documentary,PlayReady,Akamai,Browser
4672,,,,,,,,,,,,,,,True,480p,5.800000000000003,Yes,Series,PlayReady,Cloudfront,Browser
4673,,,,,,,,,,,,,,,True,480p,4.500000000000004,Yes,Movie,Widevine,Akamai,iOS
4674,,,,,,,,,,,,,,,False,2K,2.100000000000001,Yes,Series,PlayReady,Cloudfront,iOS
4675,,,,,,,,,,,,,,,False,480p,1.9000000000000008,Yes,Movie,PlayReady,Cloudfront,Android
4676,,,,,,,,,,,,,,,True,480p,2.3000000000000007,Yes,Movie,PlayReady,Akamai,FireTV
4677,,,,,,,,,,,,,,,False,1080p,2.400000000000001,No,Movie,PlayReady,Akamai,iOS
4678,,,,,,,,,,,,,,,False,1080p,2.100000000000001,No,Documentary,PlayReady,Cloudfront,Browser
4679,,,,,,,,,,,,,,,False,480p,3.9000000000000026,Yes,Movie,PlayReady,Cloudfront,Android
4680,,,,,,,,,,,,,,,True,480p,3.8000000000000025,No,Series,PlayReady,Akamai,iOS
4681,,,,,,,,,,,,,,,True,480p,5.600000000000003,Yes,Series,Widevine,Akamai,Browser
4682,,,,,,,,,,,,,,,True,480p,6.0000000000000036,No,Documentary,PlayReady,Akamai,iOS
4683,,,,,,,,,,,,,,,False,1080p,2.6000000000000014,No,Series,Widevine,Akamai,Browser
4684,,,,,,,,,,,,,,,True,2K,3.5000000000000018,Yes,Documentary,PlayReady,Cloudfront,iOS
4685,,,,,,,,,,,,,,,True,480p,3.9000000000000026,No,Movie,Widevine,Akamai,Browser
4686,,,,,,,,,,,,,,,True,1080p,4.000000000000003,No,Movie,Widevine,Cloudfront,iOS
4687,,,,,,,,,,,,,,,True,720p,5.900000000000004,Yes,Movie,PlayReady,Cloudfront,Browser
4688,,,,,,,,,,,,,,,True,480p,2.9000000000000017,No,Series,Widevine,Akamai,iOS
4689,,,,,,,,,,,,,,,False,480p,4.000000000000003,No,Movie,PlayReady,Cloudfront,FireTV
4690,,,,,,,,,,,,,,,False,1080p,5.600000000000003,Yes,Documentary,PlayReady,Akamai,iOS
4691,,,,,,,,,,,,,,,True,480p,6.100000000000005,Yes,Documentary,Widevine,Cloudfront,Browser
4692,,,,,,,,,,,,,,,False,480p,4.500000000000004,Yes,Documentary,Widevine,Cloudfront,Android
4693,,,,,,,,,,,,,,,True,480p,3.7000000000000015,No,Documentary,PlayReady,Cloudfront,Android
4694,,,,,,,,,,,,,,,True,2K,4.800000000000003,No,Documentary,Widevine,Akamai,FireTV
4695,,,,,,,,,,,,,,,False,480p,4.400000000000003,Yes,Movie,PlayReady,Akamai,Android
4696,,,,,,,,,,,,,,,True,1080p,1.0,No,Documentary,PlayReady,Akamai,FireTV
4697,,,,,,,,,,,,,,,True,720p,3.8000000000000025,No,Documentary,PlayReady,Cloudfront,FireTV
4698,,,,,,,,,,,,,,,True,720p,4.100000000000003,Yes,Series,PlayReady,Cloudfront,FireTV
4699,,,,,,,,,,,,,,,False,480p,4.600000000000003,No,Movie,Widevine,Akamai,Android
4700,,,,,,,,,,,,,,,False,480p,4.700000000000003,Yes,Series,Widevine,Akamai,Browser
4701,,,,,,,,,,,,,,,False,480p,4.200000000000003,Yes,Series,PlayReady,Cloudfront,Browser
4702,,,,,,,,,,,,,,,False,1080p,4.400000000000003,Yes,Movie,Widevine,Cloudfront,FireTV
4703,,,,,,,,,,,,,,,True,1080p,4.700000000000003,No,Movie,Widevine,Akamai,iOS
4704,,,,,,,,,,,,,,,True,480p,2.5000000000000013,Yes,Movie,Widevine,Cloudfront,Android
4705,,,,,,,,,,,,,,,False,720p,1.2000000000000002,No,Documentary,PlayReady,Cloudfront,Android
4706,,,,,,,,,,,,,,,False,4K,6.100000000000005,No,Series,Widevine,Akamai,Android
4707,,,,,,,,,,,,,,,False,480p,5.500000000000004,No,Movie,Widevine,Akamai,Browser
4708,,,,,,,,,,,,,,,True,720p,3.4000000000000017,No,Documentary,Widevine,Akamai,Android
4709,,,,,,,,,,,,,,,False,720p,5.400000000000004,No,Series,Widevine,Cloudfront,FireTV
4710,,,,,,,,,,,,,,,True,480p,1.3000000000000005,No,Series,PlayReady,Cloudfront,iOS
4711,,,,,,,,,,,,,,,False,720p,6.700000000000005,No,Movie,Widevine,Cloudfront,Browser
4712,,,,,,,,,,,,,,,True,1080p,5.200000000000004,No,Documentary,PlayReady,Akamai,Android
4713,,,,,,,,,,,,,,,False,720p,4.200000000000003,No,Series,PlayReady,Cloudfront,Android
4714,,,,,,,,,,,,,,,True,480p,2.5000000000000013,Yes,Movie,Widevine,Cloudfront,Android
4715,,,,,,,,,,,,,,,False,4K,6.200000000000005,Yes,Series,Widevine,Akamai,iOS
4716,,,,,,,,,,,,,,,False,1080p,3.200000000000002,No,Documentary,Widevine,Cloudfront,iOS
4717,,,,,,,,,,,,,,,True,2K,2.400000000000001,No,Movie,PlayReady,Akamai,Browser
4718,,,,,,,,,,,,,,,True,720p,4.800000000000003,Yes,Movie,Widevine,Cloudfront,FireTV
4719,,,,,,,,,,,,,,,True,480p,1.6000000000000003,No,Movie,PlayReady,Cloudfront,Android
4720,,,,,,,,,,,,,,,True,480p,6.0000000000000036,Yes,Documentary,Widevine,Akamai,iOS
4721,,,,,,,,,,,,,,,False,480p,3.8000000000000025,No,Series,PlayReady,Akamai,iOS
4722,,,,,,,,,,,,,,,False,480p,3.8000000000000025,No,Documentary,Widevine,Cloudfront,Browser
4723,,,,,,,,,,,,,,,False,2K,2.200000000000001,Yes,Movie,Widevine,Cloudfront,Android
4724,,,,,,,,,,,,,,,False,1080p,3.100000000000002,Yes,Series,Widevine,Akamai,Android
4725,,,,,,,,,,,,,,,True,1080p,2.6000000000000014,No,Series,Widevine,Akamai,Android
4726,,,,,,,,,,,,,,,False,480p,6.600000000000005,No,Documentary,PlayReady,Akamai,FireTV
4727,,,,,,,,,,,,,,,True,480p,2.6000000000000014,Yes,Documentary,PlayReady,Cloudfront,Browser
4728,,,,,,,,,,,,,,,True,480p,5.100000000000003,Yes,Movie,PlayReady,Akamai,Browser
4729,,,,,,,,,,,,,,,False,480p,3.8000000000000025,Yes,Series,PlayReady,Akamai,iOS
4730,,,,,,,,,,,,,,,False,480p,5.100000000000003,No,Movie,PlayReady,Cloudfront,Browser
4731,,,,,,,,,,,,,,,False,480p,6.0000000000000036,No,Movie,PlayReady,Akamai,iOS
4732,,,,,,,,,,,,,,,False,2K,4.800000000000003,Yes,Movie,PlayReady,Akamai,FireTV
4733,,,,,,,,,,,,,,,True,720p,2.9000000000000017,No,Series,Widevine,Cloudfront,FireTV
4734,,,,,,,,,,,,,,,False,1080p,6.0000000000000036,Yes,Movie,Widevine,Akamai,FireTV
4735,,,,,,,,,,,,,,,False,480p,4.600000000000003,Yes,Movie,Widevine,Akamai,Android
4736,,,,,,,,,,,,,,,True,1080p,5.500000000000004,Yes,Movie,PlayReady,Akamai,FireTV
4737,,,,,,,,,,,,,,,False,720p,5.800000000000003,Yes,Series,Widevine,Akamai,Android
4738,,,,,,,,,,,,,,,False,480p,4.900000000000004,No,Documentary,PlayReady,Cloudfront,Browser
4739,,,,,,,,,,,,,,,False,1080p,1.5000000000000004,No,Series,Widevine,Akamai,iOS
4740,,,,,,,,,,,,,,,True,1080p,6.300000000000003,No,Series,Widevine,Cloudfront,iOS
4741,,,,,,,,,,,,,,,False,720p,5.100000000000003,Yes,Movie,Widevine,Cloudfront,Android
4742,,,,,,,,,,,,,,,True,2K,1.4000000000000004,Yes,Documentary,Widevine,Cloudfront,FireTV
4743,,,,,,,,,,,,,,,True,720p,6.500000000000004,Yes,Documentary,Widevine,Cloudfront,iOS
4744,,,,,,,,,,,,,,,True,480p,5.500000000000004,No,Documentary,PlayReady,Akamai,Browser
4745,,,,,,,,,,,,,,,True,480p,4.500000000000004,Yes,Movie,PlayReady,Akamai,FireTV
4746,,,,,,,,,,,,,,,False,720p,4.800000000000003,No,Series,Widevine,Cloudfront,iOS
4747,,,,,,,,,,,,,,,False,480p,2.400000000000001,Yes,Movie,PlayReady,Akamai,Android
4748,,,,,,,,,,,,,,,True,2K,3.100000000000002,No,Movie,Widevine,Cloudfront,FireTV
4749,,,,,,,,,,,,,,,True,480p,1.1,Yes,Series,Widevine,Cloudfront,FireTV
4750,,,,,,,,,,,,,,,True,480p,5.400000000000004,Yes,Series,PlayReady,Akamai,iOS
4751,,,,,,,,,,,,,,,False,1080p,6.200000000000005,Yes,Series,Widevine,Cloudfront,Android
4752,,,,,,,,,,,,,,,False,720p,5.800000000000003,No,Movie,Widevine,Cloudfront,iOS
4753,,,,,,,,,,,,,,,False,1080p,3.0000000000000018,No,Movie,PlayReady,Cloudfront,Android
4754,,,,,,,,,,,,,,,True,720p,4.600000000000003,Yes,Movie,Widevine,Cloudfront,Browser
4755,,,,,,,,,,,,,,,False,480p,3.7000000000000015,No,Documentary,Widevine,Akamai,iOS
4756,,,,,,,,,,,,,,,True,1080p,2.5000000000000013,Yes,Movie,Widevine,Akamai,iOS
4757,,,,,,,,,,,,,,,True,2K,4.500000000000004,No,Documentary,PlayReady,Akamai,iOS
4758,,,,,,,,,,,,,,,True,480p,4.200000000000003,No,Movie,PlayReady,Cloudfront,FireTV
4759,,,,,,,,,,,,,,,True,720p,3.5000000000000018,Yes,Movie,Widevine,Akamai,FireTV
4760,,,,,,,,,,,,,,,False,1080p,1.6000000000000003,Yes,Documentary,Widevine,Cloudfront,FireTV
4761,,,,,,,,,,,,,,,True,720p,5.900000000000004,No,Series,Widevine,Akamai,FireTV
4762,,,,,,,,,,,,,,,True,2K,2.100000000000001,Yes,Documentary,PlayReady,Akamai,Android
4763,,,,,,,,,,,,,,,False,1080p,1.7000000000000006,No,Documentary,Widevine,Cloudfront,Browser
4764,,,,,,,,,,,,,,,True,480p,4.400000000000003,No,Documentary,PlayReady,Akamai,Android
4765,,,,,,,,,,,,,,,True,2K,5.500000000000004,Yes,Documentary,Widevine,Cloudfront,Android
4766,,,,,,,,,,,,,,,False,480p,6.300000000000003,Yes,Movie,Widevine,Akamai,iOS
4767,,,,,,,,,,,,,,,False,720p,3.4000000000000017,No,Documentary,Widevine,Akamai,Browser
4768,,,,,,,,,,,,,,,False,480p,4.900000000000004,No,Series,PlayReady,Cloudfront,Browser
4769,,,,,,,,,,,,,,,True,4K,1.5000000000000004,No,Series,PlayReady,Akamai,Android
4770,,,,,,,,,,,,,,,False,720p,6.900000000000006,Yes,Series,Widevine,Cloudfront,Browser
4771,,,,,,,,,,,,,,,True,720p,6.800000000000005,Yes,Movie,Widevine,Cloudfront,FireTV
4772,,,,,,,,,,,,,,,True,720p,4.700000000000003,Yes,Series,PlayReady,Cloudfront,Browser
4773,,,,,,,,,,,,,,,False,480p,2.8000000000000016,Yes,Movie,Widevine,Akamai,Browser
4774,,,,,,,,,,,,,,,True,480p,6.0000000000000036,Yes,Series,Widevine,Akamai,Browser
4775,,,,,,,,,,,,,,,True,1080p,4.100000000000003,No,Series,Widevine,Akamai,FireTV
4776,,,,,,,,,,,,,,,True,480p,6.400000000000005,No,Movie,PlayReady,Akamai,Android
4777,,,,,,,,,,,,,,,False,480p,5.200000000000004,Yes,Documentary,PlayReady,Akamai,FireTV
4778,,,,,,,,,,,,,,,True,480p,2.000000000000001,Yes,Movie,Widevine,Akamai,FireTV
4779,,,,,,,,,,,,,,,True,480p,1.0,No,Series,PlayReady,Akamai,Browser
4780,,,,,,,,,,,,,,,False,480p,3.100000000000002,Yes,Series,Widevine,Cloudfront,Browser
4781,,,,,,,,,,,,,,,True,720p,3.4000000000000017,No,Documentary,PlayReady,Akamai,Browser
4782,,,,,,,,,,,,,,,False,2K,1.0,Yes,Series,Widevine,Cloudfront,Android
4783,,,,,,,,,,,,,,,False,480p,4.100000000000003,Yes,Documentary,Widevine,Cloudfront,Browser
4784,,,,,,,,,,,,,,,False,720p,5.500000000000004,Yes,Series,Widevine,Akamai,FireTV
4785,,,,,,,,,,,,,,,False,480p,6.800000000000005,No,Series,Widevine,Akamai,Android
4786,,,,,,,,,,,,,,,True,480p,3.100000000000002,No,Documentary,PlayReady,Akamai,Browser
4787,,,,,,,,,,,,,,,False,480p,5.800000000000003,Yes,Documentary,Widevine,Akamai,Browser
4788,,,,,,,,,,,,,,,False,480p,1.6000000000000003,No,Movie,PlayReady,Akamai,Android
4789,,,,,,,,,,,,,,,True,480p,4.500000000000004,No,Series,Widevine,Cloudfront,Android
4790,,,,,,,,,,,,,,,True,1080p,1.5000000000000004,Yes,Series,PlayReady,Akamai,Browser
4791,,,,,,,,,,,,,,,False,720p,6.800000000000005,Yes,Movie,PlayReady,Cloudfront,Android
4792,,,,,,,,,,,,,,,True,480p,4.900000000000004,Yes,Movie,PlayReady,Cloudfront,Browser
4793,,,,,,,,,,,,,,,True,480p,6.300000000000003,Yes,Documentary,PlayReady,Akamai,FireTV
4794,,,,,,,,,,,,,,,True,2K,3.3000000000000016,No,Series,Widevine,Akamai,Browser
4795,,,,,,,,,,,,,,,True,720p,3.9000000000000026,Yes,Movie,Widevine,Cloudfront,FireTV
4796,,,,,,,,,,,,,,,True,1080p,2.400000000000001,Yes,Movie,PlayReady,Cloudfront,iOS
4797,,,,,,,,,,,,,,,True,4K,2.8000000000000016,Yes,Documentary,PlayReady,Cloudfront,Android
4798,,,,,,,,,,,,,,,True,480p,2.3000000000000007,Yes,Documentary,Widevine,Cloudfront,iOS
4799,,,,,,,,,,,,,,,False,480p,4.700000000000003,Yes,Documentary,Widevine,Akamai,FireTV
4800,,,,,,,,,,,,,,,True,480p,4.900000000000004,Yes,Series,PlayReady,Cloudfront,iOS
4801,,,,,,,,,,,,,,,True,720p,2.3000000000000007,Yes,Movie,Widevine,Cloudfront,FireTV
4802,,,,,,,,,,,,,,,False,720p,2.700000000000001,No,Movie,Widevine,Cloudfront,Browser
4803,,,,,,,,,,,,,,,True,1080p,2.8000000000000016,No,Series,PlayReady,Cloudfront,FireTV
4804,,,,,,,,,,,,,,,True,720p,3.6000000000000023,Yes,Movie,PlayReady,Akamai,Browser
4805,,,,,,,,,,,,,,,True,480p,5.500000000000004,No,Movie,Widevine,Cloudfront,FireTV
4806,,,,,,,,,,,,,,,True,720p,1.0,Yes,Series,PlayReady,Cloudfront,FireTV
4807,,,,,,,,,,,,,,,True,4K,5.200000000000004,Yes,Documentary,PlayReady,Akamai,FireTV
4808,,,,,,,,,,,,,,,True,480p,6.500000000000004,No,Series,Widevine,Akamai,iOS
4809,,,,,,,,,,,,,,,True,4K,3.8000000000000025,Yes,Series,PlayReady,Cloudfront,iOS
4810,,,,,,,,,,,,,,,True,480p,6.800000000000005,Yes,Series,Widevine,Cloudfront,Android
4811,,,,,,,,,,,,,,,False,480p,6.700000000000005,No,Movie,PlayReady,Akamai,Browser
4812,,,,,,,,,,,,,,,False,720p,6.400000000000005,Yes,Movie,PlayReady,Akamai,Browser
4813,,,,,,,,,,,,,,,True,720p,6.400000000000005,Yes,Movie,Widevine,Cloudfront,iOS
4814,,,,,,,,,,,,,,,True,720p,1.6000000000000003,No,Series,Widevine,Akamai,iOS
4815,,,,,,,,,,,,,,,True,1080p,2.3000000000000007,No,Series,PlayReady,Akamai,FireTV
4816,,,,,,,,,,,,,,,True,720p,1.8000000000000007,No,Documentary,PlayReady,Akamai,iOS
4817,,,,,,,,,,,,,,,True,2K,5.000000000000004,Yes,Series,PlayReady,Cloudfront,FireTV
4818,,,,,,,,,,,,,,,True,720p,5.700000000000005,No,Series,PlayReady,Akamai,iOS
4819,,,,,,,,,,,,,,,True,480p,5.700000000000005,Yes,Documentary,Widevine,Cloudfront,Android
4820,,,,,,,,,,,,,,,False,1080p,4.700000000000003,No,Documentary,PlayReady,Akamai,Android
4821,,,,,,,,,,,,,,,True,1080p,2.400000000000001,Yes,Series,Widevine,Cloudfront,iOS
4822,,,,,,,,,,,,,,,True,480p,3.8000000000000025,No,Movie,Widevine,Cloudfront,Android
4823,,,,,,,,,,,,,,,False,720p,3.0000000000000018,Yes,Series,PlayReady,Akamai,Android
4824,,,,,,,,,,,,,,,True,1080p,5.300000000000004,Yes,Movie,PlayReady,Cloudfront,Android
4825,,,,,,,,,,,,,,,False,480p,4.000000000000003,Yes,Movie,PlayReady,Cloudfront,iOS
4826,,,,,,,,,,,,,,,False,480p,3.3000000000000016,Yes,Movie,PlayReady,Akamai,iOS
4827,,,,,,,,,,,,,,,True,480p,6.900000000000006,Yes,Documentary,PlayReady,Akamai,FireTV
4828,,,,,,,,,,,,,,,False,1080p,1.7000000000000006,Yes,Series,PlayReady,Akamai,FireTV
4829,,,,,,,,,,,,,,,True,480p,2.5000000000000013,No,Series,Widevine,Akamai,Android
4830,,,,,,,,,,,,,,,True,480p,5.500000000000004,No,Series,PlayReady,Akamai,iOS
4831,,,,,,,,,,,,,,,True,480p,6.900000000000006,Yes,Movie,Widevine,Akamai,iOS
4832,,,,,,,,,,,,,,,False,480p,3.9000000000000026,No,Documentary,PlayReady,Cloudfront,Android
4833,,,,,,,,,,,,,,,True,720p,2.200000000000001,Yes,Documentary,Widevine,Cloudfront,iOS
4834,,,,,,,,,,,,,,,True,2K,3.200000000000002,Yes,Movie,PlayReady,Akamai,Android
4835,,,,,,,,,,,,,,,False,1080p,2.6000000000000014,Yes,Movie,PlayReady,Cloudfront,Android
4836,,,,,,,,,,,,,,,True,480p,4.600000000000003,No,Movie,PlayReady,Cloudfront,Browser
4837,,,,,,,,,,,,,,,True,2K,6.200000000000005,Yes,Series,PlayReady,Cloudfront,FireTV
4838,,,,,,,,,,,,,,,False,480p,4.800000000000003,Yes,Movie,Widevine,Akamai,Browser
4839,,,,,,,,,,,,,,,True,480p,6.300000000000003,No,Series,Widevine,Cloudfront,Android
4840,,,,,,,,,,,,,,,False,480p,1.5000000000000004,No,Movie,Widevine,Cloudfront,iOS
4841,,,,,,,,,,,,,,,True,480p,4.3000000000000025,Yes,Series,PlayReady,Cloudfront,iOS
4842,,,,,,,,,,,,,,,False,480p,5.900000000000004,Yes,Documentary,PlayReady,Cloudfront,Browser
4843,,,,,,,,,,,,,,,False,720p,4.800000000000003,Yes,Documentary,PlayReady,Cloudfront,FireTV
4844,,,,,,,,,,,,,,,True,480p,6.400000000000005,Yes,Movie,PlayReady,Akamai,Android
4845,,,,,,,,,,,,,,,False,720p,3.8000000000000025,No,Series,PlayReady,Akamai,Android
4846,,,,,,,,,,,,,,,False,720p,3.9000000000000026,No,Movie,PlayReady,Akamai,Android
4847,,,,,,,,,,,,,,,True,720p,6.500000000000004,No,Documentary,Widevine,Cloudfront,FireTV
4848,,,,,,,,,,,,,,,True,480p,3.0000000000000018,No,Series,Widevine,Cloudfront,Browser
4849,,,,,,,,,,,,,,,False,1080p,3.8000000000000025,Yes,Series,Widevine,Akamai,FireTV
4850,,,,,,,,,,,,,,,False,480p,3.4000000000000017,No,Series,PlayReady,Akamai,iOS
4851,,,,,,,,,,,,,,,False,720p,6.100000000000005,No,Movie,Widevine,Cloudfront,FireTV
4852,,,,,,,,,,,,,,,True,480p,5.700000000000005,No,Documentary,Widevine,Cloudfront,FireTV
4853,,,,,,,,,,,,,,,True,480p,5.500000000000004,Yes,Series,PlayReady,Cloudfront,iOS
4854,,,,,,,,,,,,,,,False,720p,4.800000000000003,No,Documentary,Widevine,Akamai,FireTV
4855,,,,,,,,,,,,,,,False,480p,5.500000000000004,Yes,Series,Widevine,Akamai,FireTV
4856,,,,,,,,,,,,,,,False,480p,6.500000000000004,No,Documentary,PlayReady,Akamai,iOS
4857,,,,,,,,,,,,,,,False,1080p,1.9000000000000008,Yes,Movie,PlayReady,Cloudfront,iOS
4858,,,,,,,,,,,,,,,False,480p,4.3000000000000025,Yes,Documentary,Widevine,Akamai,FireTV
4859,,,,,,,,,,,,,,,True,480p,3.6000000000000023,No,Documentary,PlayReady,Akamai,Android
4860,,,,,,,,,,,,,,,False,720p,6.900000000000006,No,Movie,Widevine,Akamai,iOS
4861,,,,,,,,,,,,,,,True,2K,2.000000000000001,No,Series,PlayReady,Cloudfront,FireTV
4862,,,,,,,,,,,,,,,False,2K,5.900000000000004,No,Series,Widevine,Akamai,Android
4863,,,,,,,,,,,,,,,False,480p,1.1,No,Series,Widevine,Cloudfront,Browser
4864,,,,,,,,,,,,,,,True,480p,1.6000000000000003,Yes,Series,PlayReady,Akamai,Browser
4865,,,,,,,,,,,,,,,False,1080p,5.900000000000004,Yes,Series,PlayReady,Cloudfront,FireTV
4866,,,,,,,,,,,,,,,False,720p,1.9000000000000008,No,Series,PlayReady,Cloudfront,Android
4867,,,,,,,,,,,,,,,True,480p,5.300000000000004,No,Movie,PlayReady,Akamai,iOS
4868,,,,,,,,,,,,,,,False,480p,5.500000000000004,Yes,Series,Widevine,Cloudfront,Android
4869,,,,,,,,,,,,,,,True,480p,5.600000000000003,No,Series,Widevine,Akamai,Android
4870,,,,,,,,,,,,,,,True,1080p,1.0,Yes,Movie,Widevine,Cloudfront,iOS
4871,,,,,,,,,,,,,,,False,4K,2.700000000000001,Yes,Series,Widevine,Cloudfront,FireTV
4872,,,,,,,,,,,,,,,True,480p,1.8000000000000007,Yes,Movie,Widevine,Akamai,Android
4873,,,,,,,,,,,,,,,False,720p,1.8000000000000007,No,Documentary,PlayReady,Akamai,iOS
4874,,,,,,,,,,,,,,,True,4K,4.700000000000003,No,Movie,PlayReady,Akamai,Browser
4875,,,,,,,,,,,,,,,True,480p,1.4000000000000004,No,Documentary,PlayReady,Akamai,iOS
4876,,,,,,,,,,,,,,,True,720p,5.500000000000004,No,Movie,PlayReady,Cloudfront,Browser
4877,,,,,,,,,,,,,,,True,720p,1.2000000000000002,Yes,Documentary,PlayReady,Akamai,iOS
4878,,,,,,,,,,,,,,,False,480p,3.100000000000002,No,Movie,Widevine,Akamai,Android
4879,,,,,,,,,,,,,,,False,2K,5.700000000000005,Yes,Series,Widevine,Cloudfront,Browser
4880,,,,,,,,,,,,,,,False,480p,4.000000000000003,Yes,Series,Widevine,Akamai,iOS
4881,,,,,,,,,,,,,,,False,480p,2.700000000000001,No,Series,Widevine,Cloudfront,Android
4882,,,,,,,,,,,,,,,False,2K,6.0000000000000036,Yes,Documentary,PlayReady,Cloudfront,FireTV
4883,,,,,,,,,,,,,,,False,4K,4.3000000000000025,Yes,Series,Widevine,Akamai,iOS
4884,,,,,,,,,,,,,,,True,720p,6.800000000000005,No,Series,PlayReady,Cloudfront,FireTV
4885,,,,,,,,,,,,,,,False,480p,6.0000000000000036,No,Movie,PlayReady,Akamai,FireTV
4886,,,,,,,,,,,,,,,False,720p,2.400000000000001,Yes,Series,Widevine,Cloudfront,Browser
4887,,,,,,,,,,,,,,,False,480p,1.3000000000000005,No,Documentary,PlayReady,Cloudfront,FireTV
4888,,,,,,,,,,,,,,,True,480p,3.5000000000000018,Yes,Series,Widevine,Akamai,Android
4889,,,,,,,,,,,,,,,False,2K,1.2000000000000002,Yes,Documentary,Widevine,Cloudfront,Browser
4890,,,,,,,,,,,,,,,True,1080p,6.900000000000006,Yes,Documentary,Widevine,Cloudfront,iOS
4891,,,,,,,,,,,,,,,True,720p,6.100000000000005,No,Series,PlayReady,Akamai,iOS
4892,,,,,,,,,,,,,,,False,2K,4.900000000000004,Yes,Movie,PlayReady,Akamai,FireTV
4893,,,,,,,,,,,,,,,True,720p,6.200000000000005,Yes,Series,PlayReady,Akamai,FireTV
4894,,,,,,,,,,,,,,,False,2K,1.0,No,Movie,Widevine,Akamai,Android
4895,,,,,,,,,,,,,,,False,480p,3.3000000000000016,No,Movie,PlayReady,Akamai,Browser
4896,,,,,,,,,,,,,,,True,720p,5.900000000000004,No,Series,PlayReady,Akamai,iOS
4897,,,,,,,,,,,,,,,False,480p,3.4000000000000017,Yes,Documentary,Widevine,Cloudfront,Android
4898,,,,,,,,,,,,,,,True,2K,2.400000000000001,Yes,Series,PlayReady,Akamai,Browser
